product code,quantity,estimated delivery date,lodgement date,contract number,salesman number
S2180L4,110,2005-08-23,2005-08-22,CSE0001888,12110203
S5291W4,450,2005-09-03,2005-08-02,CSE0001888,11412311
L903I17,890,2005-07-29,2005-07-28,CSE0001888,11412900
T35X601,690,2005-09-04,2005-09-16,CSE0001888,11812407
R04W892,380,2005-09-10,2005-08-05,CSE0001888,11710008
DR28405,580,2005-08-26,2005-09-10,CSE0001888,11711514
P09Y825,460,2005-08-03,2005-08-25,CSE0001888,11510816
T540P67,550,2005-09-15,2005-09-11,CSE0001888,12011708
PY35974,70,2004-08-31,2004-09-18,CSE0001889,12011019
T1239W5,650,2004-09-13,2004-08-09,CSE0001889,11110916
LR91308,910,2004-09-14,2004-08-30,CSE0001889,11711701
O9F4205,80,2004-08-28,2004-07-29,CSE0001889,11810021
GC81302,450,2012-06-09,2012-05-18,CSE0001890,11912320
S2180L4,400,2012-05-21,2012-06-22,CSE0001890,11911323
C98142A,380,2020-08-14,2020-07-30,CSE0001891,11610326
I1M6430,880,2020-08-10,2020-07-26,CSE0001891,11512601
B239N58,620,2020-08-20,2020-07-12,CSE0001891,12212123
M328K91,970,2020-08-29,2020-07-24,CSE0001891,12212407
B306F21,380,2020-08-14,2020-08-03,CSE0001891,12111307
L85R920,180,2020-08-18,2020-09-02,CSE0001891,11212120
C3752Y9,870,2020-09-06,2020-07-15,CSE0001891,11810706
I94V518,860,2020-08-26,2020-07-27,CSE0001891,11711710
LR91308,760,2020-07-18,2020-08-07,CSE0001891,11812209
M2348K0,850,2020-09-06,2020-08-22,CSE0001891,12111307
E738Y40,450,2006-08-01,2006-06-13,CSE0001892,11112911
S2501J4,610,2006-06-15,2006-06-15,CSE0001892,11910210
T67P542,450,2006-06-24,2006-06-10,CSE0001892,11310127
C3752Y9,640,2006-08-01,2006-06-30,CSE0001892,12212700
C1F0953,390,2006-07-27,2006-06-24,CSE0001892,11812821
V56301I,190,2006-07-28,2006-06-16,CSE0001892,11212008
HD86793,170,2006-07-21,2006-07-25,CSE0001892,12211320
GC81302,700,2006-07-30,2006-07-15,CSE0001892,11812022
B56K283,290,2006-07-10,2006-06-19,CSE0001892,12011019
C02614Q,310,2006-07-15,2006-06-10,CSE0001892,11510201
A37260X,900,2006-07-31,2006-08-01,CSE0001892,11512016
L0528N6,660,2006-06-15,2006-08-05,CSE0001892,11812022
I36Z941,830,2006-06-24,2006-07-29,CSE0001892,12211320
P6O1843,270,2020-12-15,2021-01-03,CSE0001893,11611103
E4280M5,520,2020-12-24,2020-12-20,CSE0001893,12111227
F4K6753,880,2020-12-23,2020-12-11,CSE0001893,11110916
C3752Y9,20,2020-12-16,2021-01-13,CSE0001893,11810021
T95761U,30,2021-01-07,2020-12-10,CSE0001893,11510416
LO12047,310,2020-12-14,2020-12-19,CSE0001893,12112006
RC12709,310,2021-01-29,2021-01-14,CSE0001893,12012220
D7Y5182,830,2020-12-15,2021-01-01,CSE0001893,11710209
WC49732,110,2021-01-20,2020-12-19,CSE0001893,12212618
C37A594,470,2020-12-18,2021-02-06,CSE0001893,12110429
M40V792,760,2021-02-02,2021-01-21,CSE0001893,12010902
D51962U,890,2021-01-25,2021-01-13,CSE0001893,11110725
C78629B,290,2021-02-05,2020-12-24,CSE0001893,11610022
A794O23,520,2021-01-23,2021-01-14,CSE0001893,11610900
A35J746,40,2020-12-15,2020-12-24,CSE0001893,11310313
B830R57,580,2020-12-24,2020-12-27,CSE0001893,11311100
S93N807,850,2021-02-07,2021-02-01,CSE0001893,11211610
S0912X5,530,2019-11-25,2019-12-16,CSE0001894,11110611
E6N2308,660,2019-11-23,2019-12-12,CSE0001894,11611811
T95761U,540,2019-11-21,2019-11-21,CSE0001894,11611112
ML18593,290,2020-01-19,2019-12-24,CSE0001894,11810112
OP18549,80,2020-01-01,2019-12-26,CSE0001894,11312409
C2056I7,790,2019-12-07,2019-12-13,CSE0001894,11111217
G58A216,700,2019-12-20,2019-12-30,CSE0001894,11910129
N89L425,980,2019-12-31,2019-12-23,CSE0001894,12210311
P7604Q5,930,2019-12-10,2019-12-07,CSE0001894,11711021
H7Y6824,1000,2019-12-14,2019-12-25,CSE0001894,11711021
SY73215,300,2019-11-27,2019-12-31,CSE0001894,12211106
C681E75,20,2020-01-07,2019-12-12,CSE0001894,11410413
S92348F,790,2019-12-01,2020-01-10,CSE0001894,11610812
AE91287,590,2020-01-07,2019-12-12,CSE0001894,11112809
P4052D1,430,2019-12-20,2019-12-15,CSE0001894,11111113
C7G8396,60,2019-11-21,2020-01-13,CSE0001894,12211106
DT47956,240,2019-11-28,2019-12-21,CSE0001894,11610927
R2I4560,490,2019-11-26,2019-11-22,CSE0001894,11810112
R2I4560,320,2019-12-24,2019-11-30,CSE0001894,11411612
SL87069,50,2019-12-24,2019-12-08,CSE0001894,11611112
R6K1395,200,2020-01-08,2019-12-10,CSE0001894,11510409
M0467E1,220,2020-01-04,2019-11-20,CSE0001894,11612426
I436H05,170,2020-01-17,2020-01-04,CSE0001894,11511922
SB01298,570,2019-11-22,2019-12-27,CSE0001894,11310103
E8T2037,130,2000-05-01,2000-03-24,CSE0001895,11511312
C98142A,170,2000-03-15,2000-03-20,CSE0001895,11912320
G58A216,420,2000-03-20,2000-03-15,CSE0001895,11210425
O8C6513,100,2000-04-26,2000-05-09,CSE0001895,11712325
K62879Z,970,2000-05-09,2000-04-20,CSE0001895,12210529
S7K6834,600,2000-05-10,2000-04-07,CSE0001895,11410703
B239N58,390,2000-03-23,2000-03-23,CSE0001895,11511317
I41V392,640,2000-03-29,2000-03-31,CSE0001895,11212524
YS95071,340,2000-04-02,2000-03-16,CSE0001895,12212915
YS95071,300,2000-04-18,2000-04-03,CSE0001895,11411910
A794O23,530,2000-05-12,2000-05-02,CSE0001895,11610318
N13J804,910,2000-04-05,2000-04-11,CSE0001895,11111605
N13J804,770,2000-05-04,2000-05-03,CSE0001895,11811417
B830R57,480,2000-03-23,2000-05-03,CSE0001895,12110203
T035M47,400,2014-03-25,2014-03-13,CSE0001896,12211518
E6N2308,660,2014-01-30,2014-02-17,CSE0001896,11112415
C2F0671,70,2014-02-04,2014-03-13,CSE0001896,11911012
AE80564,50,2014-03-10,2014-01-27,CSE0001896,11210514
A50L172,380,2014-02-21,2014-03-06,CSE0001896,11411005
W920W86,510,2014-03-19,2014-03-08,CSE0001896,11112514
E7R6098,970,2014-03-11,2014-02-10,CSE0001896,11612508
PY35974,520,2014-03-10,2014-03-06,CSE0001896,12211603
PI37560,960,2015-04-22,2015-05-30,CSE0001897,11411901
I41V392,200,2015-04-24,2015-05-23,CSE0001897,11812007
C634K72,80,2015-05-11,2015-05-25,CSE0001897,11211501
PI37560,630,2021-11-24,2021-12-07,CSE0001898,11610329
I1M6430,340,2021-11-27,2021-11-11,CSE0001898,11311901
C2F0671,800,2021-11-19,2021-11-20,CSE0001898,12212123
O853L07,950,2021-11-04,2021-12-14,CSE0001898,11311624
D0Q2543,920,2021-11-22,2021-12-10,CSE0001898,12110704
V0147T3,900,2021-12-17,2021-12-03,CSE0001898,12011919
N13J804,340,2021-11-26,2021-12-18,CSE0001898,11211721
S03485W,940,2021-11-06,2021-11-27,CSE0001898,12212618
S8465W1,320,2021-11-08,2021-11-24,CSE0001898,11211016
W05C734,640,2021-11-14,2021-11-09,CSE0001898,11312304
D93P178,580,2021-12-06,2021-12-06,CSE0001898,11712312
S3R8754,840,2021-11-30,2021-11-17,CSE0001898,11412011
L47869Q,100,2002-03-09,2002-03-09,CSE0001899,11311615
HW53167,960,2015-01-24,2015-02-20,CSE0001900,12211320
SR61908,330,2015-02-15,2015-03-14,CSE0001900,11610016
G70Z416,660,2011-09-26,2011-09-16,CSE0001901,12111112
N13J804,610,2011-09-24,2011-11-08,CSE0001901,12111906
H7Y6824,330,2011-10-06,2011-11-07,CSE0001901,11710106
R796N84,570,2011-11-03,2011-10-02,CSE0001901,11712312
B830R57,430,2011-10-01,2011-11-05,CSE0001901,11612502
H7143H9,190,2012-10-04,2012-08-30,CSE0001902,11312922
CG63821,710,2012-09-07,2012-09-22,CSE0001902,11112029
I36Z941,670,2012-10-08,2012-09-05,CSE0001902,11112015
H8713D4,30,2012-09-19,2012-10-02,CSE0001902,11111510
M328K91,710,2010-06-22,2010-05-29,CSE0001903,12011319
LO12047,280,2010-06-14,2010-06-12,CSE0001903,11911424
SK73928,540,2010-06-30,2010-06-16,CSE0001903,12112210
M97X845,680,2010-05-30,2010-05-23,CSE0001903,11612024
R2I4560,200,2010-06-30,2010-05-21,CSE0001903,11910706
M421X86,300,2010-07-03,2010-05-16,CSE0001903,11710029
HI14706,820,2010-06-15,2010-06-07,CSE0001903,12212700
M0467E1,240,2010-05-17,2010-07-03,CSE0001903,11911702
AA85346,190,2010-06-26,2010-05-18,CSE0001903,11810914
A273M51,570,2010-05-31,2010-05-14,CSE0001903,11112316
T035M47,460,2010-05-19,2010-06-04,CSE0001903,11312828
S15H647,940,2010-06-29,2010-05-22,CSE0001903,12111112
T5382D6,70,2010-07-01,2010-05-31,CSE0001903,11410910
G071O86,290,2010-07-07,2010-07-05,CSE0001903,11311902
R243J08,830,2010-07-07,2010-06-18,CSE0001903,12112210
C2056I7,840,2010-05-18,2010-05-13,CSE0001903,11112918
WC49732,510,2010-05-11,2010-05-30,CSE0001903,11611101
T7E2913,920,2010-05-13,2010-06-15,CSE0001903,11410203
CZ28413,520,2010-07-08,2010-05-11,CSE0001903,11211429
L29837Y,300,2010-07-06,2010-05-27,CSE0001903,11112326
C186H47,140,2010-06-11,2010-06-14,CSE0001903,11211721
A37260X,240,2010-05-27,2010-07-04,CSE0001903,11510416
L47869Q,470,2010-05-20,2010-07-05,CSE0001903,11610022
MR92570,850,2010-06-21,2010-06-12,CSE0001903,11611511
A59027Z,50,2010-07-03,2010-05-24,CSE0001903,11910717
L903I17,130,2010-05-18,2010-06-13,CSE0001903,12112210
W49310P,520,2010-05-27,2010-07-06,CSE0001903,11811307
BP82450,150,2010-06-09,2010-05-24,CSE0001903,11312828
A35J746,130,2010-07-04,2010-06-05,CSE0001903,11311902
B830R57,570,2010-06-28,2010-06-11,CSE0001903,11711701
MC32085,830,2021-12-21,2021-10-25,CSE0001904,12010902
E895N12,690,2021-11-06,2021-11-21,CSE0001904,12111227
S0912X5,410,2021-12-23,2021-11-05,CSE0001904,11712200
P02C741,120,2021-12-07,2021-11-27,CSE0001904,12111324
P1275R8,140,2021-12-15,2021-11-11,CSE0001904,12210524
U198C32,770,2021-10-26,2021-11-12,CSE0001904,11112316
R796N84,230,2021-12-20,2021-11-12,CSE0001904,12212618
L17546O,670,2021-12-05,2021-12-18,CSE0001904,11710522
C2056I7,190,2021-10-26,2021-11-29,CSE0001904,11310313
RC12709,390,2021-12-10,2021-12-02,CSE0001904,11411820
T7E2913,660,2021-10-30,2021-11-10,CSE0001904,11610329
P7604Q5,780,2021-11-06,2021-11-05,CSE0001904,12011019
MR46392,20,2021-12-09,2021-12-18,CSE0001904,11211721
T7E2913,690,2021-12-20,2021-11-25,CSE0001904,11512115
MR46392,870,2021-10-31,2021-11-14,CSE0001904,11210622
C78629B,400,2021-12-14,2021-11-30,CSE0001904,11911702
I41V392,280,2021-12-08,2021-10-27,CSE0001904,11712312
C95F078,760,2021-12-07,2021-11-06,CSE0001904,11812802
I357B21,130,2021-11-24,2021-11-17,CSE0001904,11611511
M0467E1,270,2021-10-25,2021-12-20,CSE0001904,11210413
V6Q9754,870,2021-12-11,2021-11-14,CSE0001904,11811307
S93N807,700,2021-12-01,2021-10-30,CSE0001904,12210020
F790I64,490,2021-12-05,2021-10-31,CSE0001904,12212618
L7P4035,640,2000-07-30,2000-08-14,CSE0001905,11511403
F76983D,540,2000-08-09,2000-07-27,CSE0001905,12111613
CC50327,140,2000-08-15,2000-07-21,CSE0001905,11512928
E895N12,810,2000-07-01,2000-07-31,CSE0001905,11410820
WJ50817,950,2000-06-29,2000-08-06,CSE0001905,11210026
K7458M2,380,2000-06-17,2000-08-13,CSE0001905,12210529
C45R631,540,2000-06-21,2000-07-25,CSE0001905,11412713
G80142H,50,2000-07-25,2000-07-29,CSE0001905,11512928
O032T69,270,2000-07-09,2000-08-07,CSE0001905,11810722
P15647X,750,2000-06-17,2000-07-11,CSE0001905,11410820
D7Y5182,100,2000-07-24,2000-06-16,CSE0001905,11310914
M8I1749,100,2000-07-22,2000-07-25,CSE0001905,11210906
C7826A5,750,2021-08-06,2021-08-26,CSE0001906,12010605
A50L172,530,2021-09-14,2021-08-16,CSE0001906,12111625
L85R920,530,2021-09-29,2021-10-04,CSE0001906,11310324
V0W6342,820,2021-09-10,2021-08-18,CSE0001906,11612024
M79W815,730,2021-09-05,2021-09-20,CSE0001906,11411314
A50L172,680,2021-09-06,2021-09-03,CSE0001906,11510209
C97014N,70,2021-08-26,2021-09-15,CSE0001906,11512601
TT21465,920,2021-09-12,2021-08-20,CSE0001906,11310127
M97X845,380,2021-08-24,2021-09-30,CSE0001906,11311902
LO12047,250,2021-09-09,2021-10-01,CSE0001906,11211305
H7Y6824,810,2021-09-30,2021-08-31,CSE0001906,11112206
C367T20,340,2021-08-08,2021-08-09,CSE0001906,12111906
M97X845,540,2021-08-22,2021-09-13,CSE0001906,12011319
FK39705,910,2021-08-27,2021-08-22,CSE0001906,11112504
B56K283,720,2021-09-16,2021-08-11,CSE0001906,11512408
I1M6430,990,2021-08-14,2021-08-17,CSE0001906,11811307
S2180L4,550,2021-09-08,2021-09-23,CSE0001906,11510803
S7K6834,630,2021-10-03,2021-09-05,CSE0001906,12110225
C45R631,710,2021-09-11,2021-08-13,CSE0001906,11812801
S5291W4,830,2021-10-02,2021-09-15,CSE0001906,11812821
F24170J,70,2021-08-24,2021-09-30,CSE0001906,12111906
W9718W3,130,2021-08-18,2021-09-22,CSE0001906,11112206
T035M47,890,2006-09-25,2006-08-10,CSE0001907,11211217
F76983D,480,2006-08-20,2006-08-07,CSE0001907,11510427
SR61908,110,2006-08-19,2006-08-24,CSE0001907,11812407
I53862I,870,2006-10-05,2006-10-02,CSE0001907,11811417
SK73928,930,2006-08-23,2006-09-15,CSE0001907,11712215
D7903R1,600,2006-10-01,2006-09-24,CSE0001907,11212510
C367T20,900,2006-08-18,2006-09-13,CSE0001907,12011723
I436H05,670,2006-09-14,2006-09-28,CSE0001907,11211210
H362I81,240,2006-08-14,2006-09-21,CSE0001907,11211414
M70628E,360,2015-07-12,2015-08-08,CSE0001908,11211302
SL87069,400,2015-07-23,2015-07-31,CSE0001908,11612315
N13J804,660,2015-08-29,2015-07-06,CSE0001908,11410213
S0912X5,240,2010-01-15,2010-01-25,CSE0001909,11912404
R796N84,880,2010-01-31,2010-01-09,CSE0001909,11212621
P56U187,80,2009-12-26,2009-12-24,CSE0001909,11112514
C2056I7,950,2010-02-08,2010-01-29,CSE0001909,11512308
H18Z450,30,2009-12-21,2009-12-25,CSE0001909,11210713
T0E9518,690,2009-12-17,2010-01-07,CSE0001909,12211502
F40365I,40,2011-08-19,2011-07-18,CSE0001910,11412311
T0829X7,550,2011-07-17,2011-08-07,CSE0001910,11911604
LO12047,230,2011-08-03,2011-07-24,CSE0001910,11710200
C2056I7,930,2011-07-12,2011-07-26,CSE0001910,12011517
M97X845,640,2011-07-26,2011-08-13,CSE0001910,11812407
D230D47,750,2011-07-10,2011-07-18,CSE0001910,11212510
G071O86,610,2002-01-14,2002-01-15,CSE0001911,11310914
AA85346,70,2002-02-19,2002-01-26,CSE0001911,11511213
D7903R1,620,2002-02-25,2002-01-31,CSE0001911,11911700
IQ87164,930,2017-09-28,2017-09-10,CSE0001912,12212108
F40365I,270,2013-02-21,2013-02-18,CSE0001913,11911807
G80142H,520,2013-01-27,2013-02-16,CSE0001913,11111115
LO12047,90,2013-02-07,2013-01-25,CSE0001913,11711514
O36987R,490,2013-01-31,2013-03-02,CSE0001913,11212200
D7Y5182,360,2013-02-19,2013-02-22,CSE0001913,11911204
C21057Z,930,2013-03-07,2013-02-05,CSE0001913,12110515
I1M6430,640,2010-04-27,2010-05-17,CSE0001914,11211414
T95761U,480,2010-04-18,2010-05-24,CSE0001914,11110319
C6C1349,840,2010-04-08,2010-04-22,CSE0001914,11911604
M328K91,730,2010-05-18,2010-05-27,CSE0001914,11712215
LO12047,510,2010-05-06,2010-04-07,CSE0001914,11411929
S03485W,560,2010-04-16,2010-05-04,CSE0001914,11810104
SB01298,310,2010-05-16,2010-05-18,CSE0001914,12212915
CF29758,470,2010-05-01,2010-05-29,CSE0001914,12011517
M8I1749,190,2019-03-16,2019-04-02,CSE0001915,11810528
I1M6430,510,2019-03-21,2019-03-31,CSE0001915,11612314
A273M51,560,2019-03-01,2019-03-26,CSE0001915,11811304
F8E7125,960,2019-02-19,2019-02-07,CSE0001915,12012601
W52V643,900,2019-02-02,2019-02-08,CSE0001915,11512702
W1473B8,150,2006-12-03,2007-01-17,CSE0001916,11710008
G053V91,560,2006-12-31,2007-01-14,CSE0001916,11811417
U198C32,150,2007-01-08,2006-12-14,CSE0001916,12112001
SE17564,650,2006-12-19,2007-01-27,CSE0001916,12110203
OP18549,540,2007-01-26,2007-01-18,CSE0001916,11310914
WJ50817,710,2017-06-05,2017-06-17,CSE0001917,11110321
G071O86,50,2004-03-28,2004-05-05,CSE0001918,12112505
A4158M9,560,2009-05-23,2009-05-24,CSE0001919,11111115
CM46520,400,2009-06-26,2009-05-15,CSE0001919,12112122
DD18704,180,2009-07-01,2009-05-23,CSE0001919,11410820
S6I1543,520,2009-05-19,2009-05-25,CSE0001919,11112003
A59027Z,530,2009-06-08,2009-06-27,CSE0001919,11212200
AA85346,170,2009-06-09,2009-05-14,CSE0001919,11712325
SE17564,370,2009-05-19,2009-06-17,CSE0001919,12011723
D7903R1,970,2009-05-16,2009-05-22,CSE0001919,11312922
M0467E1,750,2009-06-23,2009-05-14,CSE0001919,11911804
I36Z941,910,2009-06-12,2009-06-25,CSE0001919,12112001
D0W8356,230,2009-06-13,2009-06-28,CSE0001919,11911807
L7B6430,420,2019-08-27,2019-08-27,CSE0001920,11711701
F9135R4,710,2019-08-10,2019-07-22,CSE0001920,11412011
I94V518,670,2019-07-24,2019-07-19,CSE0001920,11410203
OP18549,770,2019-08-19,2019-08-17,CSE0001920,11110916
CG63821,110,2019-08-10,2019-08-09,CSE0001920,12012421
C367T20,610,2019-08-27,2019-07-10,CSE0001920,12211913
P8130N9,420,2019-07-30,2019-08-24,CSE0001920,11110725
L0X9362,650,2019-08-26,2019-08-09,CSE0001920,11211017
C78629B,590,2019-07-25,2019-07-01,CSE0001920,12112727
GS13927,500,2019-08-18,2019-07-14,CSE0001920,11610803
M421X86,570,2019-08-06,2019-07-13,CSE0001920,11410100
C02614Q,260,2019-07-19,2019-08-11,CSE0001920,12112006
G80142H,560,2019-08-14,2019-07-18,CSE0001920,12110129
D7903R1,250,2019-07-19,2019-08-02,CSE0001920,12110129
L8930C4,280,2019-07-18,2019-08-07,CSE0001920,11611210
G9372K0,760,2019-08-23,2019-08-04,CSE0001920,12112210
T1R9247,700,2019-07-10,2019-08-11,CSE0001920,11610326
F76983D,580,2019-08-29,2019-08-09,CSE0001920,11812209
W1473B8,830,2019-08-29,2019-07-13,CSE0001920,11910916
T5382D6,430,2019-07-03,2019-07-06,CSE0001920,11910210
C96H382,90,2019-08-11,2019-07-30,CSE0001920,11410826
A58192Z,20,2019-08-08,2019-07-22,CSE0001920,12212700
S8465W1,30,2019-07-20,2019-08-19,CSE0001920,11911702
HW53167,70,2019-07-17,2019-07-16,CSE0001920,12011919
WC49732,820,2019-08-25,2019-07-12,CSE0001920,11211721
F40365I,430,2019-08-19,2019-07-18,CSE0001920,11210413
O8C6513,350,2019-07-24,2019-08-27,CSE0001920,12010421
L47869Q,80,2019-08-21,2019-08-20,CSE0001920,11311619
P4052D1,650,2019-08-11,2019-08-15,CSE0001920,11211510
I41V392,160,2019-07-21,2019-08-22,CSE0001920,11410910
L903I17,950,2019-07-05,2019-08-14,CSE0001920,11410826
D68950Z,370,2019-08-15,2019-08-20,CSE0001920,11211721
D0Q2543,980,2019-08-21,2019-07-03,CSE0001920,11112206
SL87069,910,2019-07-29,2019-07-19,CSE0001920,11312304
FC40169,500,2019-08-17,2019-08-05,CSE0001920,11310127
W9718W3,880,2019-08-10,2019-08-23,CSE0001920,12010421
S93N807,830,2019-07-27,2019-07-15,CSE0001920,11412011
D56294N,940,2016-07-29,2016-07-01,CSE0001921,12112511
P1275R8,900,2016-07-01,2016-07-30,CSE0001921,11511213
WJ50817,780,2016-07-27,2016-07-15,CSE0001921,11910811
V0W6342,230,2016-07-25,2016-07-15,CSE0001921,11310914
F9135R4,40,2016-06-26,2016-06-26,CSE0001921,11611227
SK73928,180,2016-06-16,2016-07-01,CSE0001921,11510115
P8130N9,540,2016-08-02,2016-06-15,CSE0001921,11212711
SY73215,680,2016-06-10,2016-06-05,CSE0001921,11812728
IQ87164,160,2016-06-12,2016-07-14,CSE0001921,11610600
SR61908,390,2016-06-20,2016-07-09,CSE0001921,11210026
DD18704,630,2016-07-01,2016-07-11,CSE0001921,11911604
SR61908,480,2016-06-17,2016-06-04,CSE0001921,11411910
C95F078,630,2016-06-13,2016-06-08,CSE0001921,11111510
G80142H,430,2016-07-11,2016-06-30,CSE0001921,11810104
G9372K0,330,2016-08-01,2016-07-29,CSE0001921,11710008
C96H382,20,2016-07-09,2016-06-30,CSE0001921,12110203
S40897X,550,2016-06-25,2016-06-05,CSE0001921,11312922
FK39705,170,2016-06-15,2016-07-23,CSE0001921,12011920
C2056I7,850,2016-06-22,2016-07-14,CSE0001921,11510427
C04R672,340,2016-06-24,2016-06-20,CSE0001921,11411910
B56K283,480,2016-06-09,2016-06-29,CSE0001921,11710914
A4158M9,940,2016-07-07,2016-07-05,CSE0001921,11911807
W318D96,620,2016-06-20,2016-06-04,CSE0001921,11710128
T0X9417,710,2016-06-30,2016-06-29,CSE0001921,11212200
V6Q9754,980,2016-07-11,2016-07-29,CSE0001921,11410820
L903I17,360,2016-07-18,2016-07-13,CSE0001921,11212510
SL87069,750,2016-07-31,2016-06-23,CSE0001921,11812521
C9520Y6,360,2022-02-10,,CSE0001922,12111219
M85D039,60,2022-02-25,2022-03-06,CSE0001922,12112400
S93N807,220,2008-11-22,2008-10-29,CSE0001923,12011019
SE17564,250,2008-12-14,2008-12-05,CSE0001923,11510416
WC49732,1000,2008-11-24,2008-11-08,CSE0001923,11710522
BE04182,940,2012-03-06,2012-03-28,CSE0001924,11611210
WJ50817,350,2012-03-13,2012-04-06,CSE0001924,11510416
P1275R8,610,2012-04-29,2012-03-12,CSE0001924,11311624
T9508D4,160,2012-04-28,2012-05-02,CSE0001924,11911627
A58192Z,640,2012-04-15,2012-04-14,CSE0001924,11610326
UL87156,140,2012-04-09,2012-03-23,CSE0001924,11112316
D1G4290,200,2012-03-20,2012-03-09,CSE0001924,11411425
CZ28413,640,2012-04-24,2012-04-05,CSE0001924,12110020
N62Z458,380,2012-05-02,2012-03-15,CSE0001924,11411425
S7K6834,770,2012-03-04,2012-03-14,CSE0001924,11810126
G427L06,500,2012-03-26,2012-03-12,CSE0001924,12212123
G80142H,580,2012-04-25,2012-03-23,CSE0001924,11112918
I36Z941,840,2012-03-04,2012-04-27,CSE0001924,11410910
O032T69,380,2012-04-23,2012-03-23,CSE0001924,11711701
A35J746,480,2012-04-14,2012-03-06,CSE0001924,11110725
WJ50817,390,2012-08-10,2012-09-12,CSE0001925,11211620
M328K91,630,2012-09-09,2012-08-24,CSE0001925,11912320
RZ42653,120,2012-09-02,2012-09-05,CSE0001925,11411910
A50L172,890,2012-08-04,2012-08-26,CSE0001925,12112400
C6C1349,170,2012-08-14,2012-09-17,CSE0001925,11111510
C48967S,540,2012-09-11,2012-08-28,CSE0001925,11511312
UL87156,460,2012-09-15,2012-07-27,CSE0001925,11112015
P8130N9,170,2012-09-01,2012-09-03,CSE0001925,11210906
S8104Z6,890,2012-09-11,2012-09-03,CSE0001925,11810722
M8I1749,540,2012-08-06,2012-09-18,CSE0001925,12211614
H7143H9,160,2012-09-16,2012-08-04,CSE0001925,11312922
CC50327,550,2012-07-28,2012-09-14,CSE0001925,11310927
R04W892,160,2012-07-27,2012-08-08,CSE0001925,11812521
BP82450,1000,2012-08-27,2012-09-09,CSE0001925,11712215
C78629B,980,2011-12-18,2011-11-25,CSE0001926,11912417
M421X86,590,2005-03-02,2005-02-28,CSE0001927,11211414
C3752Y9,350,2005-04-05,2005-03-18,CSE0001927,11410905
O9F4205,570,2005-03-27,2005-03-18,CSE0001927,11312922
P15647X,610,2005-04-05,2005-02-20,CSE0001927,11112908
CZ28413,530,2005-03-02,2005-02-28,CSE0001927,11712215
T035M47,370,2005-02-20,2005-03-14,CSE0001927,11112520
M9J6453,860,2003-09-09,2003-09-12,CSE0001928,11911416
P45Q120,700,2014-10-24,2014-10-29,CSE0001929,12111803
DB83217,270,2014-09-22,2014-09-08,CSE0001929,11812127
FK39705,260,2014-09-26,2014-09-18,CSE0001929,11112919
C48967S,430,2014-10-16,2014-09-06,CSE0001929,12212008
EZ12538,770,2014-10-14,2014-09-03,CSE0001929,11410318
FG91426,580,2014-10-16,2014-10-13,CSE0001929,11810204
C367T20,180,2014-09-20,2014-10-15,CSE0001929,11310409
F6L2495,470,2014-10-22,2014-09-29,CSE0001929,12012107
M4329T8,340,2014-09-06,2014-10-08,CSE0001929,11912112
A094G67,430,2014-09-25,2014-10-26,CSE0001929,11512521
S92348F,660,2014-10-29,2014-09-13,CSE0001929,11110111
L29837Y,520,2014-09-03,2014-09-19,CSE0001929,11111311
G75X306,50,2014-09-07,2014-10-17,CSE0001929,11911416
EE05684,800,2014-10-30,2014-09-28,CSE0001929,11510426
R2I4560,80,2014-10-09,2014-09-23,CSE0001929,11410106
M4Y8765,900,2014-09-15,2014-09-07,CSE0001929,11112312
L8930C4,660,2014-09-27,2014-09-01,CSE0001929,12011206
SB01298,600,2014-10-02,2014-09-03,CSE0001929,11812518
L47869Q,940,2003-10-23,2003-10-15,CSE0001930,11911204
C7G8396,540,2003-11-29,2003-11-26,CSE0001930,11112822
